#K-Path(1/A) Energy-Level(eV)
# NKPTS & NBANDS: 896  58
# Band-Index    1
   0.00000    -22.740557
   0.00520    -22.740558
   0.01040    -22.740554
   0.01560    -22.740551
   0.02080    -22.740545
   0.02600    -22.740539
   0.03120    -22.740531
   0.03640    -22.740522
   0.04160    -22.740512
   0.04680    -22.740501
   0.05200    -22.740489
   0.05720    -22.740476
   0.06240    -22.740463
   0.06760    -22.740447
   0.07280    -22.740429
   0.07800    -22.740409
   0.08320    -22.740389
   0.08840    -22.740369
   0.09360    -22.740347
   0.09880    -22.740322
   0.10400    -22.740296
   0.10920    -22.740269
   0.11440    -22.740242
   0.11960    -22.740217
   0.12480    -22.740188
   0.13000    -22.740156
   0.13520    -22.740124
   0.14040    -22.740090
   0.14560    -22.740058
   0.15080    -22.740022
   0.15600    -22.739984
   0.16120    -22.739947
   0.16640    -22.739910
   0.17160    -22.739869
   0.17680    -22.739829
   0.18200    -22.739787
   0.18720    -22.739746
   0.19240    -22.739704
   0.19760    -22.739659
   0.20280    -22.739614
   0.20800    -22.739568
   0.21320    -22.739522
   0.21840    -22.739475
   0.22360    -22.739428
   0.22880    -22.739380
   0.23400    -22.739332
   0.23920    -22.739280
   0.24440    -22.739230
   0.24960    -22.739179
   0.25480    -22.739128
   0.26000    -22.739074
   0.26520    -22.739023
   0.27040    -22.738969
   0.27560    -22.738917
   0.28080    -22.738864
   0.28600    -22.738810
   0.29120    -22.738753
   0.29640    -22.738698
   0.30160    -22.738644
   0.30680    -22.738587
   0.31200    -22.738532
   0.31720    -22.738479
   0.32240    -22.738424
   0.32760    -22.738367
   0.33280    -22.738313
   0.33800    -22.738257
   0.34320    -22.738203
   0.34840    -22.738148
   0.35360    -22.738094
   0.35880    -22.738038
   0.36400    -22.737981
   0.36920    -22.737925
   0.37440    -22.737872
   0.37960    -22.737819
   0.38480    -22.737765
   0.39000    -22.737713
   0.39520    -22.737661
   0.40040    -22.737607
   0.40560    -22.737553
   0.41080    -22.737500
   0.41600    -22.737448
   0.42120    -22.737398
   0.42640    -22.737348
   0.43160    -22.737299
   0.43680    -22.737250
   0.44200    -22.737201
   0.44720    -22.737156
   0.45240    -22.737110
   0.45760    -22.737063
   0.46280    -22.737018
   0.46800    -22.736976
   0.47320    -22.736933
   0.47840    -22.736891
   0.48360    -22.736849
   0.48880    -22.736809
   0.49400    -22.736771
   0.49920    -22.736731
   0.50440    -22.736695
   0.50960    -22.736658
   0.51480    -22.736622
   0.52000    -22.736588
   0.52520    -22.736552
   0.53040    -22.736519
   0.53560    -22.736489
   0.54080    -22.736457
   0.54600    -22.736428
   0.55120    -22.736399
   0.55640    -22.736371
   0.56160    -22.736348
   0.56680    -22.736321
   0.57200    -22.736297
   0.57720    -22.736275
   0.58240    -22.736253
   0.58760    -22.736231
   0.59280    -22.736211
   0.59800    -22.736197
   0.60320    -22.736183
   0.60840    -22.736168
   0.61360    -22.736154
   0.61880    -22.736143
   0.62400    -22.736133
   0.62920    -22.736124
   0.63440    -22.736117
   0.63960    -22.736111
   0.64480    -22.736106
   0.65001    -22.736102
   0.65521    -22.736099
   0.66041    -22.736098
   0.66041    -22.736098
   0.66341    -22.736098
   0.66641    -22.736098
   0.66941    -22.736099
   0.67241    -22.736099
   0.67542    -22.736097
   0.67842    -22.736096
   0.68142    -22.736096
   0.68442    -22.736094
   0.68743    -22.736094
   0.69043    -22.736093
   0.69343    -22.736091
   0.69643    -22.736090
   0.69943    -22.736088
   0.70244    -22.736086
   0.70544    -22.736082
   0.70844    -22.736079
   0.71144    -22.736076
   0.71445    -22.736075
   0.71745    -22.736071
   0.72045    -22.736068
   0.72345    -22.736065
   0.72645    -22.736062
   0.72946    -22.736058
   0.73246    -22.736055
   0.73546    -22.736056
   0.73846    -22.736052
   0.74147    -22.736048
   0.74447    -22.736044
   0.74747    -22.736040
   0.75047    -22.736036
   0.75347    -22.736030
   0.75648    -22.736026
   0.75948    -22.736021
   0.76248    -22.736021
   0.76548    -22.736016
   0.76849    -22.736011
   0.77149    -22.736006
   0.77449    -22.736000
   0.77749    -22.735996
   0.78049    -22.735991
   0.78350    -22.735984
   0.78650    -22.735978
   0.78950    -22.735973
   0.79250    -22.735969
   0.79551    -22.735963
   0.79851    -22.735959
   0.80151    -22.735953
   0.80451    -22.735947
   0.80752    -22.735941
   0.81052    -22.735936
   0.81352    -22.735930
   0.81652    -22.735924
   0.81952    -22.735917
   0.82253    -22.735911
   0.82553    -22.735905
   0.82853    -22.735897
   0.83153    -22.735891
   0.83454    -22.735884
   0.83754    -22.735878
   0.84054    -22.735867
   0.84354    -22.735861
   0.84654    -22.735855
   0.84955    -22.735849
   0.85255    -22.735841
   0.85555    -22.735834
   0.85855    -22.735827
   0.86156    -22.735819
   0.86456    -22.735812
   0.86756    -22.735806
   0.87056    -22.735799
   0.87356    -22.735793
   0.87657    -22.735786
   0.87957    -22.735780
   0.88257    -22.735773
   0.88557    -22.735766
   0.88858    -22.735761
   0.89158    -22.735754
   0.89458    -22.735747
   0.89758    -22.735741
   0.90058    -22.735734
   0.90359    -22.735727
   0.90659    -22.735721
   0.90959    -22.735714
   0.91259    -22.735706
   0.91560    -22.735700
   0.91860    -22.735692
   0.92160    -22.735686
   0.92460    -22.735679
   0.92760    -22.735673
   0.93061    -22.735668
   0.93361    -22.735662
   0.93661    -22.735656
   0.93961    -22.735651
   0.94262    -22.735645
   0.94562    -22.735637
   0.94862    -22.735633
   0.95162    -22.735628
   0.95463    -22.735624
   0.95763    -22.735621
   0.96063    -22.735616
   0.96363    -22.735611
   0.96663    -22.735606
   0.96964    -22.735601
   0.97264    -22.735596
   0.97564    -22.735592
   0.97864    -22.735590
   0.98165    -22.735585
   0.98465    -22.735581
   0.98765    -22.735576
   0.99065    -22.735573
   0.99365    -22.735569
   0.99666    -22.735566
   0.99966    -22.735563
   1.00266    -22.735559
   1.00566    -22.735557
   1.00867    -22.735554
   1.01167    -22.735551
   1.01467    -22.735550
   1.01767    -22.735547
   1.02067    -22.735545
   1.02368    -22.735544
   1.02668    -22.735542
   1.02968    -22.735543
   1.03268    -22.735543
   1.03569    -22.735544
   1.03869    -22.735543
   1.04169    -22.735542
   1.04169    -22.735542
   1.04769    -22.735544
   1.05370    -22.735543
   1.05970    -22.735545
   1.06571    -22.735547
   1.07171    -22.735552
   1.07772    -22.735558
   1.08372    -22.735565
   1.08973    -22.735574
   1.09573    -22.735582
   1.10174    -22.735592
   1.10774    -22.735605
   1.11374    -22.735621
   1.11975    -22.735633
   1.12575    -22.735649
   1.13176    -22.735665
   1.13776    -22.735682
   1.14377    -22.735698
   1.14977    -22.735720
   1.15578    -22.735739
   1.16178    -22.735762
   1.16778    -22.735783
   1.17379    -22.735808
   1.17979    -22.735833
   1.18580    -22.735860
   1.19180    -22.735890
   1.19781    -22.735920
   1.20381    -22.735949
   1.20982    -22.735981
   1.21582    -22.736014
   1.22182    -22.736046
   1.22783    -22.736080
   1.23383    -22.736116
   1.23984    -22.736153
   1.24584    -22.736192
   1.25185    -22.736230
   1.25785    -22.736271
   1.26386    -22.736315
   1.26986    -22.736359
   1.27587    -22.736402
   1.28187    -22.736448
   1.28787    -22.736495
   1.29388    -22.736544
   1.29988    -22.736595
   1.30589    -22.736645
   1.31189    -22.736695
   1.31790    -22.736747
   1.32390    -22.736799
   1.32991    -22.736856
   1.33591    -22.736909
   1.34191    -22.736964
   1.34792    -22.737020
   1.35392    -22.737076
   1.35993    -22.737137
   1.36593    -22.737196
   1.37194    -22.737254
   1.37794    -22.737315
   1.38395    -22.737377
   1.38995    -22.737440
   1.39596    -22.737502
   1.40196    -22.737564
   1.40796    -22.737627
   1.41397    -22.737689
   1.41997    -22.737754
   1.42598    -22.737819
   1.43198    -22.737884
   1.43799    -22.737948
   1.44399    -22.738013
   1.45000    -22.738077
   1.45600    -22.738142
   1.46200    -22.738203
   1.46801    -22.738267
   1.47401    -22.738332
   1.48002    -22.738398
   1.48602    -22.738464
   1.49203    -22.738531
   1.49803    -22.738594
   1.50404    -22.738658
   1.51004    -22.738720
   1.51604    -22.738782
   1.52205    -22.738846
   1.52805    -22.738908
